pattern,n,operation,structure,time_us
Sorted Descending,1500,Batch Insert,TreeMap,103.9
Sorted Descending,2000,Batch Insert,TreeMap,154.32
Sorted Descending,2500,Batch Insert,TreeMap,151.32
Sorted Descending,3000,Batch Insert,TreeMap,194.12
Sorted Descending,3500,Batch Insert,TreeMap,212.78
Sorted Descending,4000,Batch Insert,TreeMap,256.38
Sorted Descending,4500,Batch Insert,TreeMap,269.6
Sorted Descending,5000,Batch Insert,TreeMap,306.22
Sorted Descending,6000,Batch Insert,TreeMap,399.34
Sorted Descending,7000,Batch Insert,TreeMap,451.68
Sorted Descending,8000,Batch Insert,TreeMap,553.74
Sorted Descending,9000,Batch Insert,TreeMap,755.18
Sorted Descending,10000,Batch Insert,TreeMap,672.42
Partially Sorted,100,Batch Insert,Treap,8.12
Partially Sorted,200,Batch Insert,Treap,16.54
Partially Sorted,300,Batch Insert,Treap,24.66
Partially Sorted,400,Batch Insert,Treap,38.54
Partially Sorted,500,Batch Insert,Treap,47.56
Partially Sorted,600,Batch Insert,Treap,52.9
Partially Sorted,700,Batch Insert,Treap,74.02
Partially Sorted,800,Batch Insert,Treap,71.6
Partially Sorted,900,Batch Insert,Treap,82.88
Partially Sorted,1000,Batch Insert,Treap,91.96
Partially Sorted,1500,Batch Insert,Treap,172.2
Partially Sorted,2000,Batch Insert,Treap,218.32
Partially Sorted,2500,Batch Insert,Treap,270.86
Partially Sorted,3000,Batch Insert,Treap,354.7
Partially Sorted,3500,Batch Insert,Treap,388.2
Partially Sorted,4000,Batch Insert,Treap,444.5
Partially Sorted,4500,Batch Insert,Treap,504.56
Partially Sorted,5000,Batch Insert,Treap,566.04
Partially Sorted,6000,Batch Insert,Treap,781.62
Partially Sorted,7000,Batch Insert,Treap,830.82
Partially Sorted,8000,Batch Insert,Treap,970.64
Partially Sorted,9000,Batch Insert,Treap,1103.48
Partially Sorted,10000,Batch Insert,Treap,1269.88
Partially Sorted,100,Batch Insert,AVLTreeMap,4.0
Partially Sorted,200,Batch Insert,AVLTreeMap,9.2
Partially Sorted,300,Batch Insert,AVLTreeMap,14.84
Partially Sorted,400,Batch Insert,AVLTreeMap,21.3
Partially Sorted,500,Batch Insert,AVLTreeMap,28.4
Partially Sorted,600,Batch Insert,AVLTreeMap,44.14
Partially Sorted,700,Batch Insert,AVLTreeMap,44.96
Partially Sorted,800,Batch Insert,AVLTreeMap,51.2
Partially Sorted,900,Batch Insert,AVLTreeMap,61.4
Partially Sorted,1000,Batch Insert,AVLTreeMap,78.72
Partially Sorted,1500,Batch Insert,AVLTreeMap,149.14
Partially Sorted,2000,Batch Insert,AVLTreeMap,169.82
Partially Sorted,2500,Batch Insert,AVLTreeMap,237.48
Partially Sorted,3000,Batch Insert,AVLTreeMap,301.32
Partially Sorted,3500,Batch Insert,AVLTreeMap,349.78
Partially Sorted,4000,Batch Insert,AVLTreeMap,412.66
Partially Sorted,4500,Batch Insert,AVLTreeMap,428.26
Partially Sorted,5000,Batch Insert,AVLTreeMap,500.62
Partially Sorted,6000,Batch Insert,AVLTreeMap,641.9
Partially Sorted,7000,Batch Insert,AVLTreeMap,751.14
Partially Sorted,8000,Batch Insert,AVLTreeMap,848.56
