pattern,n,operation,structure,time_us
Partially Sorted,400,Traversal,TreeMap,1.8
Partially Sorted,500,Traversal,TreeMap,2.24
Partially Sorted,600,Traversal,TreeMap,2.64
Partially Sorted,700,Traversal,TreeMap,3.52
Partially Sorted,800,Traversal,TreeMap,3.96
Partially Sorted,900,Traversal,TreeMap,5.54
Partially Sorted,1000,Traversal,TreeMap,5.7
Partially Sorted,1500,Traversal,TreeMap,8.46
Partially Sorted,2000,Traversal,TreeMap,14.56
Partially Sorted,2500,Traversal,TreeMap,13.8
Partially Sorted,3000,Traversal,TreeMap,19.62
Partially Sorted,3500,Traversal,TreeMap,25.08
Partially Sorted,4000,Traversal,TreeMap,33.52
Partially Sorted,4500,Traversal,TreeMap,36.34
Partially Sorted,5000,Traversal,TreeMap,38.6
Partially Sorted,5500,Traversal,TreeMap,42.62
Partially Sorted,6000,Traversal,TreeMap,61.72
Partially Sorted,6500,Traversal,TreeMap,54.84
Partially Sorted,7000,Traversal,TreeMap,54.9
Partially Sorted,7500,Traversal,TreeMap,63.18
Partially Sorted,8000,Traversal,TreeMap,80.8
Partially Sorted,8500,Traversal,TreeMap,66.8
Partially Sorted,9000,Traversal,TreeMap,74.22
Partially Sorted,9500,Traversal,TreeMap,88.98
Partially Sorted,10000,Traversal,TreeMap,89.68
