pattern,n,operation,structure,time_us
Sorted Ascending,5500,Deletion,Treap,193.64
Sorted Ascending,6000,Deletion,Treap,217.86
Sorted Ascending,6500,Deletion,Treap,257.58
Sorted Ascending,7000,Deletion,Treap,254.92
Sorted Ascending,7500,Deletion,Treap,257.32
Sorted Ascending,8000,Deletion,Treap,274.56
Sorted Ascending,8500,Deletion,Treap,293.04
Sorted Ascending,9000,Deletion,Treap,384.3
Sorted Ascending,9500,Deletion,Treap,343.5
Sorted Ascending,10000,Deletion,Treap,377.76
Sorted Ascending,100,Deletion,AVLTreeMap,3.04
Sorted Ascending,200,Deletion,AVLTreeMap,5.74
Sorted Ascending,300,Deletion,AVLTreeMap,9.32
Sorted Ascending,400,Deletion,AVLTreeMap,15.44
Sorted Ascending,500,Deletion,AVLTreeMap,15.86
Sorted Ascending,600,Deletion,AVLTreeMap,20.6
Sorted Ascending,700,Deletion,AVLTreeMap,23.56
Sorted Ascending,800,Deletion,AVLTreeMap,27.14
Sorted Ascending,900,Deletion,AVLTreeMap,31.36
Sorted Ascending,1000,Deletion,AVLTreeMap,34.02
Sorted Ascending,1500,Deletion,AVLTreeMap,58.92
Sorted Ascending,2000,Deletion,AVLTreeMap,73.72
Sorted Ascending,2500,Deletion,AVLTreeMap,90.06
Sorted Ascending,3000,Deletion,AVLTreeMap,126.38
Sorted Ascending,3500,Deletion,AVLTreeMap,126.9
Sorted Ascending,4000,Deletion,AVLTreeMap,156.46
Sorted Ascending,4500,Deletion,AVLTreeMap,174.68
Sorted Ascending,5000,Deletion,AVLTreeMap,169.54
Sorted Ascending,5500,Deletion,AVLTreeMap,196.22
Sorted Ascending,6000,Deletion,AVLTreeMap,220.04
Sorted Ascending,6500,Deletion,AVLTreeMap,241.16
Sorted Ascending,7000,Deletion,AVLTreeMap,255.66
Sorted Ascending,7500,Deletion,AVLTreeMap,267.86
Sorted Ascending,8000,Deletion,AVLTreeMap,303.14
Sorted Ascending,8500,Deletion,AVLTreeMap,364.3
Sorted Ascending,9000,Deletion,AVLTreeMap,420.54
Sorted Ascending,9500,Deletion,AVLTreeMap,363.96
Sorted Ascending,10000,Deletion,AVLTreeMap,377.62
Sorted Ascending,100,Deletion,TreeMap,1.94
Sorted Ascending,200,Deletion,TreeMap,3.84
Sorted Ascending,300,Deletion,TreeMap,8.28
Sorted Ascending,400,Deletion,TreeMap,8.3
Sorted Ascending,500,Deletion,TreeMap,9.74
Sorted Ascending,600,Deletion,TreeMap,13.32
Sorted Ascending,700,Deletion,TreeMap,14.38
Sorted Ascending,800,Deletion,TreeMap,17.24
Sorted Ascending,900,Deletion,TreeMap,20.08
Sorted Ascending,1000,Deletion,TreeMap,23.42
Sorted Ascending,1500,Deletion,TreeMap,35.3
Sorted Ascending,2000,Deletion,TreeMap,44.2
Sorted Ascending,2500,Deletion,TreeMap,58.34
Sorted Ascending,3000,Deletion,TreeMap,88.94
Sorted Ascending,3500,Deletion,TreeMap,84.44
Sorted Ascending,4000,Deletion,TreeMap,103.32
Sorted Ascending,4500,Deletion,TreeMap,107.46
Sorted Ascending,5000,Deletion,TreeMap,113.44
Sorted Ascending,5500,Deletion,TreeMap,198.38
Sorted Ascending,6000,Deletion,TreeMap,149.24
Sorted Ascending,6500,Deletion,TreeMap,173.16
Sorted Ascending,7000,Deletion,TreeMap,170.54
Sorted Ascending,7500,Deletion,TreeMap,182.62
Sorted Ascending,8000,Deletion,TreeMap,190.32
Sorted Ascending,8500,Deletion,TreeMap,243.64
Sorted Ascending,9000,Deletion,TreeMap,229.86
Sorted Ascending,9500,Deletion,TreeMap,250.16
Sorted Ascending,10000,Deletion,TreeMap,284.86
Sorted Descending,100,Deletion,Treap,2.52
Sorted Descending,200,Deletion,Treap,5.28
Sorted Descending,300,Deletion,Treap,14.68
Sorted Descending,400,Deletion,Treap,11.0
Sorted Descending,500,Deletion,Treap,13.66
Sorted Descending,600,Deletion,Treap,20.92
Sorted Descending,700,Deletion,Treap,19.48
Sorted Descending,800,Deletion,Treap,21.88
Sorted Descending,900,Deletion,Treap,26.98
Sorted Descending,1000,Deletion,Treap,28.82
Sorted Descending,1500,Deletion,Treap,54.98
Sorted Descending,2000,Deletion,Treap,66.9
Sorted Descending,2500,Deletion,Treap,77.48
Sorted Descending,3000,Deletion,Treap,89.5
Sorted Descending,3500,Deletion,Treap,110.06
Sorted Descending,4000,Deletion,Treap,116.98
Sorted Descending,4500,Deletion,Treap,135.06
Sorted Descending,5000,Deletion,Treap,155.24
Sorted Descending,5500,Deletion,Treap,166.02
Sorted Descending,6000,Deletion,Treap,206.44
Sorted Descending,6500,Deletion,Treap,235.66
Sorted Descending,7000,Deletion,Treap,236.96
Sorted Descending,7500,Deletion,Treap,279.84
Sorted Descending,8000,Deletion,Treap,251.56
Sorted Descending,8500,Deletion,Treap,329.76
Sorted Descending,9000,Deletion,Treap,283.94
Sorted Descending,9500,Deletion,Treap,299.96
Sorted Descending,10000,Deletion,Treap,319.88
Sorted Descending,100,Deletion,AVLTreeMap,3.26
Sorted Descending,200,Deletion,AVLTreeMap,6.48
Sorted Descending,300,Deletion,AVLTreeMap,9.78
Sorted Descending,400,Deletion,AVLTreeMap,12.52
Sorted Descending,500,Deletion,AVLTreeMap,16.32
Sorted Descending,600,Deletion,AVLTreeMap,18.48
Sorted Descending,700,Deletion,AVLTreeMap,22.7
Sorted Descending,800,Deletion,AVLTreeMap,26.34
Sorted Descending,900,Deletion,AVLTreeMap,30.22
Sorted Descending,1000,Deletion,AVLTreeMap,33.8
Sorted Descending,1500,Deletion,AVLTreeMap,51.48
Sorted Descending,2000,Deletion,AVLTreeMap,67.12
Sorted Descending,2500,Deletion,AVLTreeMap,85.0
Sorted Descending,3000,Deletion,AVLTreeMap,106.42
Sorted Descending,3500,Deletion,AVLTreeMap,136.98
Sorted Descending,4000,Deletion,AVLTreeMap,140.12
Sorted Descending,4500,Deletion,AVLTreeMap,161.02
Sorted Descending,5000,Deletion,AVLTreeMap,182.78
Sorted Descending,5500,Deletion,AVLTreeMap,233.86
Sorted Descending,6000,Deletion,AVLTreeMap,224.82
Sorted Descending,6500,Deletion,AVLTreeMap,242.9
Sorted Descending,7000,Deletion,AVLTreeMap,291.88
Sorted Descending,7500,Deletion,AVLTreeMap,332.68
Sorted Descending,8000,Deletion,AVLTreeMap,312.56
Sorted Descending,8500,Deletion,AVLTreeMap,349.28
Sorted Descending,9000,Deletion,AVLTreeMap,414.6
Sorted Descending,9500,Deletion,AVLTreeMap,364.58
Sorted Descending,10000,Deletion,AVLTreeMap,408.04
Sorted Descending,100,Deletion,TreeMap,2.06
Sorted Descending,200,Deletion,TreeMap,3.96
Sorted Descending,300,Deletion,TreeMap,6.56
Sorted Descending,400,Deletion,TreeMap,8.44
Sorted Descending,500,Deletion,TreeMap,9.94
Sorted Descending,600,Deletion,TreeMap,11.68
Sorted Descending,700,Deletion,TreeMap,15.36
Sorted Descending,800,Deletion,TreeMap,23.02
Sorted Descending,900,Deletion,TreeMap,18.76
Sorted Descending,1000,Deletion,TreeMap,24.9
Sorted Descending,1500,Deletion,TreeMap,33.68
Sorted Descending,2000,Deletion,TreeMap,45.68
Sorted Descending,2500,Deletion,TreeMap,57.44
Sorted Descending,3000,Deletion,TreeMap,70.42
Sorted Descending,3500,Deletion,TreeMap,82.38
Sorted Descending,4000,Deletion,TreeMap,108.14
Sorted Descending,4500,Deletion,TreeMap,114.5
Sorted Descending,5000,Deletion,TreeMap,114.9
Sorted Descending,5500,Deletion,TreeMap,130.22
Sorted Descending,6000,Deletion,TreeMap,146.74
Sorted Descending,6500,Deletion,TreeMap,163.42
Sorted Descending,7000,Deletion,TreeMap,175.14
Sorted Descending,7500,Deletion,TreeMap,201.98
Sorted Descending,8000,Deletion,TreeMap,220.26
Sorted Descending,8500,Deletion,TreeMap,224.14
Sorted Descending,9000,Deletion,TreeMap,235.44
Sorted Descending,9500,Deletion,TreeMap,331.14
Sorted Descending,10000,Deletion,TreeMap,256.0
Partially Sorted,100,Deletion,Treap,7.14
Partially Sorted,200,Deletion,Treap,14.16
Partially Sorted,300,Deletion,Treap,22.18
Partially Sorted,400,Deletion,Treap,31.6
Partially Sorted,500,Deletion,Treap,41.14
Partially Sorted,600,Deletion,Treap,54.2
Partially Sorted,700,Deletion,Treap,57.22
Partially Sorted,800,Deletion,Treap,73.94
Partially Sorted,900,Deletion,Treap,81.6
Partially Sorted,1000,Deletion,Treap,86.46
Partially Sorted,1500,Deletion,Treap,147.76
Partially Sorted,2000,Deletion,Treap,193.68
Partially Sorted,2500,Deletion,Treap,236.1
Partially Sorted,3000,Deletion,Treap,294.3
Partially Sorted,3500,Deletion,Treap,349.2
Partially Sorted,4000,Deletion,Treap,404.32
Partially Sorted,4500,Deletion,Treap,469.78
Partially Sorted,5000,Deletion,Treap,525.02
Partially Sorted,5500,Deletion,Treap,574.48
Partially Sorted,6000,Deletion,Treap,631.06
Partially Sorted,6500,Deletion,Treap,746.08
Partially Sorted,7000,Deletion,Treap,765.9
Partially Sorted,7500,Deletion,Treap,738.72
Partially Sorted,8000,Deletion,Treap,869.26
Partially Sorted,8500,Deletion,Treap,1019.1
Partially Sorted,9000,Deletion,Treap,957.54
Partially Sorted,9500,Deletion,Treap,1043.24
Partially Sorted,10000,Deletion,Treap,1181.62
Partially Sorted,100,Deletion,AVLTreeMap,4.56
Partially Sorted,200,Deletion,AVLTreeMap,10.44
Partially Sorted,300,Deletion,AVLTreeMap,16.46
Partially Sorted,400,Deletion,AVLTreeMap,25.84
Partially Sorted,500,Deletion,AVLTreeMap,37.02
Partially Sorted,600,Deletion,AVLTreeMap,46.8
Partially Sorted,700,Deletion,AVLTreeMap,55.14
Partially Sorted,800,Deletion,AVLTreeMap,67.98
Partially Sorted,900,Deletion,AVLTreeMap,74.02
Partially Sorted,1000,Deletion,AVLTreeMap,79.68
Partially Sorted,1500,Deletion,AVLTreeMap,131.76
Partially Sorted,2000,Deletion,AVLTreeMap,188.82
Partially Sorted,2500,Deletion,AVLTreeMap,233.76
Partially Sorted,3000,Deletion,AVLTreeMap,302.34
Partially Sorted,3500,Deletion,AVLTreeMap,346.02
Partially Sorted,4000,Deletion,AVLTreeMap,422.06
Partially Sorted,4500,Deletion,AVLTreeMap,497.16
Partially Sorted,5000,Deletion,AVLTreeMap,513.84
Partially Sorted,5500,Deletion,AVLTreeMap,534.4
Partially Sorted,6000,Deletion,AVLTreeMap,666.98
Partially Sorted,6500,Deletion,AVLTreeMap,974.92
Partially Sorted,7000,Deletion,AVLTreeMap,784.96
Partially Sorted,7500,Deletion,AVLTreeMap,778.64
Partially Sorted,8000,Deletion,AVLTreeMap,903.96
Partially Sorted,8500,Deletion,AVLTreeMap,983.44
Partially Sorted,9000,Deletion,AVLTreeMap,994.48
Partially Sorted,9500,Deletion,AVLTreeMap,1052.26
Partially Sorted,10000,Deletion,AVLTreeMap,1125.02
Partially Sorted,100,Deletion,TreeMap,3.08
Partially Sorted,200,Deletion,TreeMap,6.68
Partially Sorted,300,Deletion,TreeMap,11.36
Partially Sorted,400,Deletion,TreeMap,18.94
Partially Sorted,500,Deletion,TreeMap,25.12
Partially Sorted,600,Deletion,TreeMap,30.58
Partially Sorted,700,Deletion,TreeMap,39.04
Partially Sorted,800,Deletion,TreeMap,43.92
Partially Sorted,900,Deletion,TreeMap,58.66
Partially Sorted,1000,Deletion,TreeMap,58.34
Partially Sorted,1500,Deletion,TreeMap,87.96
Partially Sorted,2000,Deletion,TreeMap,127.2
Partially Sorted,2500,Deletion,TreeMap,155.74
Partially Sorted,3000,Deletion,TreeMap,199.24
Partially Sorted,3500,Deletion,TreeMap,236.96
Partially Sorted,4000,Deletion,TreeMap,283.46
Partially Sorted,4500,Deletion,TreeMap,338.1
Partially Sorted,5000,Deletion,TreeMap,354.86
Partially Sorted,5500,Deletion,TreeMap,400.1
Partially Sorted,6000,Deletion,TreeMap,458.56
Partially Sorted,6500,Deletion,TreeMap,496.56
Partially Sorted,7000,Deletion,TreeMap,493.28
Partially Sorted,7500,Deletion,TreeMap,521.46
Partially Sorted,8000,Deletion,TreeMap,677.12
Partially Sorted,8500,Deletion,TreeMap,603.12
Partially Sorted,9000,Deletion,TreeMap,648.12
Partially Sorted,9500,Deletion,TreeMap,719.5
Partially Sorted,10000,Deletion,TreeMap,770.5
Random,100,Traversal,Treap,83.82
Random,200,Traversal,Treap,70.82
Random,300,Traversal,Treap,102.0
Random,400,Traversal,Treap,100.28
Random,500,Traversal,Treap,104.6
Random,600,Traversal,Treap,118.56
Random,700,Traversal,Treap,145.6
Random,800,Traversal,Treap,157.66
Random,900,Traversal,Treap,110.64
Random,1000,Traversal,Treap,120.46
Random,1500,Traversal,Treap,280.66
Random,2000,Traversal,Treap,108.94
Random,2500,Traversal,Treap,98.76
Random,3000,Traversal,Treap,155.02
Random,3500,Traversal,Treap,211.76
Random,4000,Traversal,Treap,123.96
Random,4500,Traversal,Treap,118.56
Random,5000,Traversal,Treap,128.32
Random,5500,Traversal,Treap,136.8
Random,6000,Traversal,Treap,144.3
Random,6500,Traversal,Treap,197.2
Random,7000,Traversal,Treap,186.52
Random,7500,Traversal,Treap,165.52
Random,8000,Traversal,Treap,226.78
Random,8500,Traversal,Treap,233.26
Random,9000,Traversal,Treap,271.78
Random,9500,Traversal,Treap,328.28
Random,10000,Traversal,Treap,308.98
Random,100,Traversal,AVLTreeMap,44.28
Random,200,Traversal,AVLTreeMap,67.76
Random,300,Traversal,AVLTreeMap,90.66
Random,400,Traversal,AVLTreeMap,87.34
Random,500,Traversal,AVLTreeMap,105.22
Random,600,Traversal,AVLTreeMap,121.9
Random,700,Traversal,AVLTreeMap,140.36
Random,800,Traversal,AVLTreeMap,149.74
Random,900,Traversal,AVLTreeMap,130.88
Random,1000,Traversal,AVLTreeMap,137.54
Random,1500,Traversal,AVLTreeMap,85.84
Random,2000,Traversal,AVLTreeMap,75.96
Random,2500,Traversal,AVLTreeMap,96.28
Random,3000,Traversal,AVLTreeMap,173.94
Random,3500,Traversal,AVLTreeMap,130.04
Random,4000,Traversal,AVLTreeMap,712.78
Random,4500,Traversal,AVLTreeMap,123.76
Random,5000,Traversal,AVLTreeMap,155.18
Random,5500,Traversal,AVLTreeMap,313.04
Random,6000,Traversal,AVLTreeMap,180.58
Random,6500,Traversal,AVLTreeMap,161.3
Random,7000,Traversal,AVLTreeMap,208.24
Random,7500,Traversal,AVLTreeMap,189.42
Random,8000,Traversal,AVLTreeMap,201.02
Random,8500,Traversal,AVLTreeMap,226.56
Random,9000,Traversal,AVLTreeMap,241.14
Random,9500,Traversal,AVLTreeMap,246.28
Random,10000,Traversal,AVLTreeMap,257.38
Random,100,Traversal,TreeMap,34.18
Random,200,Traversal,TreeMap,22.22
Random,300,Traversal,TreeMap,30.22
Random,400,Traversal,TreeMap,57.94
Random,500,Traversal,TreeMap,20.56
Random,600,Traversal,TreeMap,12.88
Random,700,Traversal,TreeMap,10.88
Random,800,Traversal,TreeMap,16.58
Random,900,Traversal,TreeMap,18.08
Random,1000,Traversal,TreeMap,10.36
Random,1500,Traversal,TreeMap,15.9
Random,2000,Traversal,TreeMap,28.48
Random,2500,Traversal,TreeMap,27.44
Random,3000,Traversal,TreeMap,36.36
Random,3500,Traversal,TreeMap,37.66
Random,4000,Traversal,TreeMap,46.9
Random,4500,Traversal,TreeMap,61.5
Random,5000,Traversal,TreeMap,47.08
Random,5500,Traversal,TreeMap,55.66
Random,6000,Traversal,TreeMap,77.58
Random,6500,Traversal,TreeMap,80.52
Random,7000,Traversal,TreeMap,87.46
Random,7500,Traversal,TreeMap,83.06
Random,8000,Traversal,TreeMap,89.78
Random,8500,Traversal,TreeMap,79.92
Random,9000,Traversal,TreeMap,123.3
Random,9500,Traversal,TreeMap,113.42
Random,10000,Traversal,TreeMap,156.74
Sorted Ascending,100,Traversal,Treap,1.6
Sorted Ascending,200,Traversal,Treap,2.96
Sorted Ascending,300,Traversal,Treap,4.22
Sorted Ascending,400,Traversal,Treap,6.0
Sorted Ascending,500,Traversal,Treap,7.24
Sorted Ascending,600,Traversal,Treap,9.2
Sorted Ascending,700,Traversal,Treap,25.44
Sorted Ascending,800,Traversal,Treap,11.32
Sorted Ascending,900,Traversal,Treap,15.72
Sorted Ascending,1000,Traversal,Treap,15.1
Sorted Ascending,1500,Traversal,Treap,53.48
Sorted Ascending,2000,Traversal,Treap,31.28
Sorted Ascending,2500,Traversal,Treap,42.42
Sorted Ascending,3000,Traversal,Treap,49.86
Sorted Ascending,3500,Traversal,Treap,59.68
Sorted Ascending,4000,Traversal,Treap,126.4
Sorted Ascending,4500,Traversal,Treap,83.94
Sorted Ascending,5000,Traversal,Treap,83.28
Sorted Ascending,5500,Traversal,Treap,100.5
Sorted Ascending,6000,Traversal,Treap,111.46
Sorted Ascending,6500,Traversal,Treap,125.24
Sorted Ascending,7000,Traversal,Treap,146.12
Sorted Ascending,7500,Traversal,Treap,144.54
Sorted Ascending,8000,Traversal,Treap,133.62
Sorted Ascending,8500,Traversal,Treap,158.06
Sorted Ascending,9000,Traversal,Treap,203.72
Sorted Ascending,9500,Traversal,Treap,182.06
Sorted Ascending,10000,Traversal,Treap,181.8
Sorted Ascending,100,Traversal,AVLTreeMap,1.5
Sorted Ascending,200,Traversal,AVLTreeMap,2.5
Sorted Ascending,300,Traversal,AVLTreeMap,4.4
Sorted Ascending,400,Traversal,AVLTreeMap,4.58
Sorted Ascending,500,Traversal,AVLTreeMap,5.84
Sorted Ascending,600,Traversal,AVLTreeMap,7.04
Sorted Ascending,700,Traversal,AVLTreeMap,9.3
Sorted Ascending,800,Traversal,AVLTreeMap,9.6
Sorted Ascending,900,Traversal,AVLTreeMap,11.86
Sorted Ascending,1000,Traversal,AVLTreeMap,12.52
Sorted Ascending,1500,Traversal,AVLTreeMap,20.24
Sorted Ascending,2000,Traversal,AVLTreeMap,27.54
Sorted Ascending,2500,Traversal,AVLTreeMap,33.2
Sorted Ascending,3000,Traversal,AVLTreeMap,40.84
Sorted Ascending,3500,Traversal,AVLTreeMap,45.92
Sorted Ascending,4000,Traversal,AVLTreeMap,50.48
Sorted Ascending,4500,Traversal,AVLTreeMap,61.66
Sorted Ascending,5000,Traversal,AVLTreeMap,69.58
Sorted Ascending,5500,Traversal,AVLTreeMap,77.72
Sorted Ascending,6000,Traversal,AVLTreeMap,88.86
Sorted Ascending,6500,Traversal,AVLTreeMap,83.16
Sorted Ascending,7000,Traversal,AVLTreeMap,95.28
Sorted Ascending,7500,Traversal,AVLTreeMap,106.36
Sorted Ascending,8000,Traversal,AVLTreeMap,97.66
Sorted Ascending,8500,Traversal,AVLTreeMap,114.34
Sorted Ascending,9000,Traversal,AVLTreeMap,131.38
Sorted Ascending,9500,Traversal,AVLTreeMap,129.2
Sorted Ascending,10000,Traversal,AVLTreeMap,156.66
Sorted Ascending,100,Traversal,TreeMap,0.42
Sorted Ascending,200,Traversal,TreeMap,0.72
Sorted Ascending,300,Traversal,TreeMap,1.14
Sorted Ascending,400,Traversal,TreeMap,1.38
Sorted Ascending,500,Traversal,TreeMap,1.6
Sorted Ascending,600,Traversal,TreeMap,2.22
Sorted Ascending,700,Traversal,TreeMap,2.28
Sorted Ascending,800,Traversal,TreeMap,2.8
Sorted Ascending,900,Traversal,TreeMap,3.04
Sorted Ascending,1000,Traversal,TreeMap,4.12
Sorted Ascending,1500,Traversal,TreeMap,5.28
Sorted Ascending,2000,Traversal,TreeMap,6.48
Sorted Ascending,2500,Traversal,TreeMap,10.0
Sorted Ascending,3000,Traversal,TreeMap,12.98
Sorted Ascending,3500,Traversal,TreeMap,13.06
Sorted Ascending,4000,Traversal,TreeMap,13.38
Sorted Ascending,4500,Traversal,TreeMap,17.04
Sorted Ascending,5000,Traversal,TreeMap,16.06
Sorted Ascending,5500,Traversal,TreeMap,23.0
Sorted Ascending,6000,Traversal,TreeMap,24.38
Sorted Ascending,6500,Traversal,TreeMap,27.7
Sorted Ascending,7000,Traversal,TreeMap,26.64
Sorted Ascending,7500,Traversal,TreeMap,28.52
Sorted Ascending,8000,Traversal,TreeMap,32.24
Sorted Ascending,8500,Traversal,TreeMap,40.5
Sorted Ascending,9000,Traversal,TreeMap,35.06
Sorted Ascending,9500,Traversal,TreeMap,39.16
Sorted Ascending,10000,Traversal,TreeMap,41.94
Sorted Descending,100,Traversal,Treap,1.94
Sorted Descending,200,Traversal,Treap,3.04
Sorted Descending,300,Traversal,Treap,5.02
Sorted Descending,400,Traversal,Treap,5.86
Sorted Descending,500,Traversal,Treap,7.4
Sorted Descending,600,Traversal,Treap,9.72
Sorted Descending,700,Traversal,Treap,10.92
Sorted Descending,800,Traversal,Treap,12.48
Sorted Descending,900,Traversal,Treap,14.1
Sorted Descending,1000,Traversal,Treap,16.02
Sorted Descending,1500,Traversal,Treap,25.86
Sorted Descending,2000,Traversal,Treap,47.74
Sorted Descending,2500,Traversal,Treap,44.64
Sorted Descending,3000,Traversal,Treap,52.86
Sorted Descending,3500,Traversal,Treap,70.18
Sorted Descending,4000,Traversal,Treap,76.8
Sorted Descending,4500,Traversal,Treap,83.24
Sorted Descending,5000,Traversal,Treap,101.76
Sorted Descending,5500,Traversal,Treap,109.28
Sorted Descending,6000,Traversal,Treap,116.72
Sorted Descending,6500,Traversal,Treap,138.28
Sorted Descending,7000,Traversal,Treap,140.54
Sorted Descending,7500,Traversal,Treap,165.2
Sorted Descending,8000,Traversal,Treap,172.5
Sorted Descending,8500,Traversal,Treap,187.12
Sorted Descending,9000,Traversal,Treap,221.54
Sorted Descending,9500,Traversal,Treap,218.74
Sorted Descending,10000,Traversal,Treap,223.88
Sorted Descending,100,Traversal,AVLTreeMap,1.62
Sorted Descending,200,Traversal,AVLTreeMap,2.96
Sorted Descending,300,Traversal,AVLTreeMap,3.98
Sorted Descending,400,Traversal,AVLTreeMap,4.98
Sorted Descending,500,Traversal,AVLTreeMap,6.68
Sorted Descending,600,Traversal,AVLTreeMap,6.8
Sorted Descending,700,Traversal,AVLTreeMap,9.74
Sorted Descending,800,Traversal,AVLTreeMap,9.8
Sorted Descending,900,Traversal,AVLTreeMap,13.7
Sorted Descending,1000,Traversal,AVLTreeMap,13.3
Sorted Descending,1500,Traversal,AVLTreeMap,20.18
Sorted Descending,2000,Traversal,AVLTreeMap,28.14
Sorted Descending,2500,Traversal,AVLTreeMap,42.06
Sorted Descending,3000,Traversal,AVLTreeMap,55.94
Sorted Descending,3500,Traversal,AVLTreeMap,57.16
Sorted Descending,4000,Traversal,AVLTreeMap,84.62
Sorted Descending,4500,Traversal,AVLTreeMap,77.1
Sorted Descending,5000,Traversal,AVLTreeMap,82.62
Sorted Descending,5500,Traversal,AVLTreeMap,78.86
Sorted Descending,6000,Traversal,AVLTreeMap,103.66
Sorted Descending,6500,Traversal,AVLTreeMap,108.5
Sorted Descending,7000,Traversal,AVLTreeMap,138.96
Sorted Descending,7500,Traversal,AVLTreeMap,148.82
Sorted Descending,8000,Traversal,AVLTreeMap,178.48
Sorted Descending,8500,Traversal,AVLTreeMap,138.44
Sorted Descending,9000,Traversal,AVLTreeMap,589.46
Sorted Descending,9500,Traversal,AVLTreeMap,163.92
Sorted Descending,10000,Traversal,AVLTreeMap,162.04
Sorted Descending,100,Traversal,TreeMap,0.44
Sorted Descending,200,Traversal,TreeMap,0.76
Sorted Descending,300,Traversal,TreeMap,1.1
Sorted Descending,400,Traversal,TreeMap,1.32
Sorted Descending,500,Traversal,TreeMap,1.68
Sorted Descending,600,Traversal,TreeMap,1.94
Sorted Descending,700,Traversal,TreeMap,2.36
Sorted Descending,800,Traversal,TreeMap,2.82
Sorted Descending,900,Traversal,TreeMap,3.12
Sorted Descending,1000,Traversal,TreeMap,3.46
Sorted Descending,1500,Traversal,TreeMap,5.14
Sorted Descending,2000,Traversal,TreeMap,7.02
Sorted Descending,2500,Traversal,TreeMap,8.94
Sorted Descending,3000,Traversal,TreeMap,18.24
Sorted Descending,3500,Traversal,TreeMap,14.14
Sorted Descending,4000,Traversal,TreeMap,23.5
Sorted Descending,4500,Traversal,TreeMap,25.96
Sorted Descending,5000,Traversal,TreeMap,19.9
Sorted Descending,5500,Traversal,TreeMap,22.84
Sorted Descending,6000,Traversal,TreeMap,29.16
Sorted Descending,6500,Traversal,TreeMap,28.58
Sorted Descending,7000,Traversal,TreeMap,62.76
Sorted Descending,7500,Traversal,TreeMap,31.2
Sorted Descending,8000,Traversal,TreeMap,52.0
Sorted Descending,8500,Traversal,TreeMap,35.16
Sorted Descending,9000,Traversal,TreeMap,37.72
Sorted Descending,9500,Traversal,TreeMap,68.98
Sorted Descending,10000,Traversal,TreeMap,81.24
Partially Sorted,100,Traversal,Treap,1.76
Partially Sorted,200,Traversal,Treap,2.98
Partially Sorted,300,Traversal,Treap,4.62
Partially Sorted,400,Traversal,Treap,5.76
Partially Sorted,500,Traversal,Treap,7.48
Partially Sorted,600,Traversal,Treap,10.66
Partially Sorted,700,Traversal,Treap,10.94
Partially Sorted,800,Traversal,Treap,14.1
Partially Sorted,900,Traversal,Treap,13.66
Partially Sorted,1000,Traversal,Treap,16.42
Partially Sorted,1500,Traversal,Treap,26.96
Partially Sorted,2000,Traversal,Treap,37.54
Partially Sorted,2500,Traversal,Treap,42.8
Partially Sorted,3000,Traversal,Treap,61.4
Partially Sorted,3500,Traversal,Treap,66.76
Partially Sorted,4000,Traversal,Treap,79.48
Partially Sorted,4500,Traversal,Treap,113.9
Partially Sorted,5000,Traversal,Treap,113.78
Partially Sorted,5500,Traversal,Treap,103.18
Partially Sorted,6000,Traversal,Treap,108.0
Partially Sorted,6500,Traversal,Treap,158.64
Partially Sorted,7000,Traversal,Treap,155.26
Partially Sorted,7500,Traversal,Treap,161.56
Partially Sorted,8000,Traversal,Treap,208.68
Partially Sorted,8500,Traversal,Treap,219.04
Partially Sorted,9000,Traversal,Treap,208.92
Partially Sorted,9500,Traversal,Treap,195.84
Partially Sorted,10000,Traversal,Treap,227.12
Partially Sorted,100,Traversal,AVLTreeMap,1.56
Partially Sorted,200,Traversal,AVLTreeMap,2.7
Partially Sorted,300,Traversal,AVLTreeMap,4.36
Partially Sorted,400,Traversal,AVLTreeMap,5.38
Partially Sorted,500,Traversal,AVLTreeMap,7.4
Partially Sorted,600,Traversal,AVLTreeMap,8.58
Partially Sorted,700,Traversal,AVLTreeMap,10.14
Partially Sorted,800,Traversal,AVLTreeMap,11.98
Partially Sorted,900,Traversal,AVLTreeMap,14.46
Partially Sorted,1000,Traversal,AVLTreeMap,14.8
Partially Sorted,1500,Traversal,AVLTreeMap,26.62
Partially Sorted,2000,Traversal,AVLTreeMap,34.08
Partially Sorted,2500,Traversal,AVLTreeMap,44.9
Partially Sorted,3000,Traversal,AVLTreeMap,51.84
Partially Sorted,3500,Traversal,AVLTreeMap,65.18
Partially Sorted,4000,Traversal,AVLTreeMap,73.3
Partially Sorted,4500,Traversal,AVLTreeMap,91.48
Partially Sorted,5000,Traversal,AVLTreeMap,99.0
Partially Sorted,5500,Traversal,AVLTreeMap,92.82
Partially Sorted,6000,Traversal,AVLTreeMap,105.66
Partially Sorted,6500,Traversal,AVLTreeMap,200.82
Partially Sorted,7000,Traversal,AVLTreeMap,115.5
Partially Sorted,7500,Traversal,AVLTreeMap,146.72
Partially Sorted,8000,Traversal,AVLTreeMap,181.72
Partially Sorted,8500,Traversal,AVLTreeMap,176.46
Partially Sorted,9000,Traversal,AVLTreeMap,168.9
Partially Sorted,9500,Traversal,AVLTreeMap,199.9
Partially Sorted,10000,Traversal,AVLTreeMap,245.64
Partially Sorted,100,Traversal,TreeMap,0.5
Partially Sorted,200,Traversal,TreeMap,0.88
Partially Sorted,300,Traversal,TreeMap,1.34
